ID,市区町村名,地番,価格(円/平米),利用の現状,周辺の土地の利用の現況
244,新宿区,高田馬場１丁目３０２番１５,3530000,店舗,中高層の商業ビルの建ち並ぶ駅前商業地域
245,新宿区,神楽坂２丁目１２番１８,2550000,店舗兼事務所,中層の小売店舗、飲食店舗が建ち並ぶ商業地域
246,新宿区,山吹町３３１番８,1120000,事務所,店舗兼共同住宅、事務所ビルが建ち並ぶ商業地域
247,新宿区,若松町１１０番３,1400000,店舗、事務所兼共同住宅,中低層店舗、高層マンションが混在する商業地域
248,新宿区,百人町１丁目１９３番５,2160000,店舗兼事務所,中高層の店舗、事務所等が建ち並ぶ商業地域
249,新宿区,新宿３丁目５番２外,18400000,店舗,中高層店舗ビル等が建ち並ぶ繁華な商業地域
250,新宿区,下落合３丁目４８４番５,921000,店舗兼共同住宅,中高層の店舗付マンションが多い路線商業地域
251,新宿区,新宿３丁目１０７番１４,17900000,店舗,中高層の飲食店ビルが集まる繁華な商業地域
252,新宿区,歌舞伎町２丁目４３８番１１,1250000,店舗,中層の飲食店ビル、ホテル等が建ち並ぶ商業地域
253,新宿区,舟町４番８,1050000,店舗兼共同住宅,中小規模店舗、店舗兼住宅等が建ち並ぶ商業地域
254,新宿区,大久保２丁目１６番８外,2280000,事務所,高層事務所、店舗兼共同住宅が建ち並ぶ商業地域
255,新宿区,北新宿１丁目３００番６,1350000,事務所兼共同住宅,中低層店舗、高層マンションが混在する商業地域
256,新宿区,新宿１丁目３１番２８,1530000,店舗、事務所兼住宅,中高層の店舗、事務所等が建ち並ぶ商業地域
257,新宿区,新宿５丁目１２７番１０４,1200000,店舗兼事務所,中低層の店舗兼事務所ビルが見られる商業地域
258,新宿区,新宿３丁目３０番１３外,35200000,店舗兼事務所,高層店舗、事務所ビルが建ち並ぶ中心的商業地域
259,新宿区,歌舞伎町２丁目４２９番１１,2000000,店舗兼事務所,中高層の飲食店ビルが多く建ち並ぶ商業地域
260,新宿区,西新宿８丁目１３９番１７,918000,事務所兼住宅,事務所ビル、共同住宅等が混在する商業地域
261,新宿区,中落合３丁目１５５６番１外,759000,店舗兼共同住宅,中高層の店舗付マンションが多い路線商業地域
262,新宿区,大京町３１番１外,1350000,店舗、事務所兼住宅,中高層の共同住宅が増えつつある路線商業地域
263,新宿区,上落合２丁目５２４番１７,854000,事務所、住宅兼倉庫,小売店舗、マンション等が建ち並ぶ路線商業地域
264,新宿区,新宿３丁目６番１９,2540000,店舗,中層の飲食店舗が建ち並ぶ商業地域
265,新宿区,高田馬場３丁目３６０番１２,1240000,店舗、事務所兼共同住宅,中高層店舗併用住宅、事務所が建ち並ぶ商業地域
266,新宿区,馬場下町６２番１７外,1620000,店舗、事務所兼住宅,中高層の店舗、事務所等が建ち並ぶ路線商業地域
267,新宿区,水道町５２番８外,1200000,店舗兼共同住宅,事務所ビル、マンション等が建ち並ぶ商業地域
268,新宿区,四谷坂町２６番２３,1850000,事務所,事務所ビル、マンション等が建ち並ぶ商業地域
269,新宿区,新宿３丁目８０７番１外,36000000,店舗兼事務所,高層店舗、事務所ビルが建ち並ぶ中心的商業地域
270,新宿区,市谷砂土原町２丁目７番１,1340000,事務所,中高層事務所ビルほかマンションもある商業地域
271,新宿区,四谷１丁目９番２外,5120000,店舗兼事務所,中高層の店舗、事務所ビルが建ち並ぶ商業地域
272,新宿区,西新宿１丁目１２番１７,7580000,店舗兼事務所,中層の店舗ビル等が建ち並ぶ商業地域
273,新宿区,神楽坂３丁目１番１６,1300000,店舗、事務所兼住宅,店舗兼マンション、事務所等が見られる商業地域
274,新宿区,北新宿１丁目３５３番６１,990000,事務所兼住宅,店舗、事務所、共同住宅等が混在する商業地域
275,新宿区,西新宿４丁目２８９番１０,920000,店舗兼共同住宅,中低層のマンション、事業所の多い商業地域
276,新宿区,西早稲田１丁目４１０番１６０外,873000,店舗兼共同住宅,中高層の店舗、共同住宅が多い路線商業地域
277,新宿区,高田馬場３丁目１６１番８,1280000,店舗兼事務所,中層の飲食店ビルが多く建ち並ぶ商業地域
278,新宿区,住吉町１６番５外,1100000,店舗兼事務所,中層ビル、小売店舗が建ち並ぶ近隣商業地域
279,新宿区,信濃町８番１６外,2190000,店舗兼共同住宅,中高層の店舗兼共同住宅が多い商業地域
280,新宿区,神楽坂６丁目６４番,1650000,店舗兼共同住宅,中高層の店舗兼共同住宅の多い商業地域
281,新宿区,西新宿４丁目３７５番２１外,2290000,店舗兼共同住宅,中高層の店舗兼共同住宅等が建ち並ぶ商業地域
282,新宿区,新宿２丁目１０番１３外,2370000,店舗、事務所兼共同住宅,中高層の店舗兼事務所ビル等が建ち並ぶ商業地域
283,新宿区,市谷本村町９番１外,2240000,事務所、共同住宅兼試写室,中高層の事務所兼共同住宅等が建ち並ぶ商業地域
284,文京区,千駄木２丁目７２番２８,701000,住宅,小規模一般住宅等が多い既成住宅地域
285,文京区,西片１丁目１０番２７２,1080000,住宅,中規模一般住宅が多い高台の住宅地域
286,文京区,小日向２丁目４３番６,740000,住宅,中規模一般住宅が建ち並ぶ閑静な住宅地域
287,文京区,関口２丁目８番１,788000,住宅,一般住宅のほかにマンションが見られる住宅地域
288,文京区,本駒込５丁目２２番１２,870000,住宅,一般住宅、中層マンション等が混在する住宅地域
289,文京区,大塚４丁目４１番１２６外,870000,共同住宅,一般住宅のほか、共同住宅等が混在する住宅地域
290,文京区,白山４丁目３１０番３２,877000,住宅,中小規模の住宅が多い利便性の良い住宅地域
291,文京区,本駒込６丁目２１３番,1160000,住宅,大規模住宅が建ち並ぶ環境の良い住宅地域
292,文京区,目白台３丁目４１番１６,722000,住宅,一般住宅のほかに店舗も見られる住宅地域
293,文京区,小石川５丁目１７番１２,887000,共同住宅、住宅兼事務所,一般住宅、中層共同住宅等が混在する住宅地域
294,文京区,大塚６丁目１０７番１９,646000,住宅,中規模一般住宅が多い閑静な住宅地域
295,文京区,本郷１丁目１０７番１,1600000,共同住宅,高層のマンション等が建ち並ぶ共同住宅地域
296,文京区,本駒込１丁目２０４番,1730000,共同住宅,高層のマンション等が建ち並ぶ共同住宅地域
297,文京区,小石川２丁目１９番１９,940000,共同住宅,中層マンション、一般住宅等が混在する住宅地域
298,文京区,向丘１丁目１５２番１２,780000,住宅,一般住宅のほかアパート等も混在する住宅地域
299,文京区,関口２丁目５７番９,978000,共同住宅,中高層マンションに事務所等が見られる住宅地域
300,文京区,千駄木３丁目６３５番２９,980000,住宅,中規模一般住宅が多い閑静な住宅地域
301,文京区,小石川３丁目７９番６７,761000,住宅,一般住宅、マンション等が混在する住宅地域
302,文京区,弥生２丁目３番６２,924000,住宅,中規模一般住宅に共同住宅等が混在する住宅地域
303,文京区,千石１丁目２３１番２,783000,住宅,中規模一般住宅、アパート等が混在する住宅地域
304,文京区,湯島４丁目２３番４外,1010000,共同住宅,中小規模のマンション等が建ち並ぶ住宅地域
305,文京区,本駒込３丁目６３番１２,742000,住宅,一般住宅のほか共同住宅も見られる住宅地域
306,文京区,本駒込２丁目２０番１０,872000,住宅,中規模一般住宅の多い閑静な住宅地域
307,文京区,千石４丁目３１５番２５,875000,住宅,一般住宅にマンションも見られる住宅地域
308,文京区,湯島３丁目４２０番１外,3740000,店舗兼事務所,中高層の店舗ビル等が建ち並ぶ繁華な商業地域
309,文京区,湯島２丁目１２番２,1050000,事務所兼住宅,中層店舗、事務所ビルの多い商業地域
310,文京区,春日２丁目１５３番５,1450000,事務所,中高層店舗、事務所、マンションのある商業地域
311,文京区,本郷２丁目３番１０,1540000,事務所,中高層の事務所、共同住宅等が建ち並ぶ商業地域
312,文京区,小石川１丁目２番５外,2300000,店舗兼事務所,中高層の店舗、事務所ビルが多い商業地域
313,文京区,関口１丁目５１４番１１,920000,店舗兼共同住宅,中低層の日用品店舗等が建ち並ぶ商業地域
314,文京区,音羽２丁目２０７番４外,1420000,店舗兼共同住宅,中高層の事務所にマンションもある商業地域
315,文京区,本郷２丁目１６番５外,1190000,店舗兼共同住宅,中層店舗付住宅、マンションが混在する商業地域
316,文京区,千駄木３丁目４２番１５,1250000,店舗兼共同住宅,中高層の店舗付マンションが多い商業地域
317,文京区,千駄木５丁目１０５番１外,890000,店舗兼共同住宅,中低層の店舗併用住宅等が混在する商業地域
318,文京区,千石４丁目１４番５８,1430000,店舗、事務所兼住宅,店舗、中高層マンション、事務所が多い商業地域
319,文京区,根津１丁目３０９番２,1280000,店舗、事務所兼共同住宅,中高層の店舗兼共同住宅が建ち並ぶ商業地域
320,文京区,湯島３丁目２２番１９,1060000,店舗兼事務所,小規模な飲食店ビル等が集積する商業地域
321,文京区,千石４丁目４３番６,859000,事務所兼住宅,店舗併用住宅、一般住宅等が混在する商業地域
322,文京区,本郷３丁目７０３番６外,1740000,事務所兼倉庫,中層の医療関係の事務所ビルが多い商業地域
323,文京区,白山２丁目１０７番１１,1350000,店舗兼共同住宅,中高層店舗、マンション等が建ち並ぶ商業地域
324,文京区,目白台２丁目７３番,910000,事務所,中高層の店舗付住宅、事務所が混在する地域
325,文京区,後楽１丁目４番９８外,2810000,事務所兼車庫,高層の事務所ビル等の建ち並ぶ商業地域
326,文京区,本郷１丁目２３番２２外,2210000,店舗兼事務所,高層の店舗、事務所ビルが建ち並ぶ商業地域
327,文京区,白山１丁目１３７番６外,837000,事務所、作業所兼車庫等,小規模店舗、事務所等が見られる近隣商業地域
328,文京区,本郷５丁目１３６番２外,970000,事務所兼住宅,中層の店舗併用住宅等が多く見られる商業地域
329,文京区,千駄木２丁目１番３,1040000,店舗兼共同住宅,中層の店舗兼共同住宅等が建ち並ぶ商業地域
330,文京区,本駒込６丁目３７２番２２,1450000,事務所兼共同住宅,高層の店舗付マンションが建ち並ぶ商業地域
331,文京区,水道２丁目５８番１,782000,事務所兼共同住宅,低層住宅、中層事業所兼住宅の多い近隣商業地域
332,文京区,小石川２丁目３０番１４外,1510000,店舗兼共同住宅,高層の店舗兼共同住宅が建ち並ぶ商業地域
333,文京区,西片２丁目１４番１外,1010000,店舗、事務所兼共同住宅等,店舗付共同住宅、公共施設等が建ち並ぶ商業地域
334,文京区,千石２丁目２０１番２５,940000,事務所兼共同住宅,中層の事業所、共同住宅等が混在する商業地域
335,台東区,池之端４丁目２１９番３１,736000,住宅,中規模一般住宅が多い比較的閑静な住宅地域
